微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I2w6JdVC9,猪养肥了才能卖钱,猪养肥了才能卖钱:分享单曲 http://t.cn/AiHHcqjJ (@网易云音乐) 要让全世界知道：𝗜 𝗹𝗼𝘃𝗲 𝗖𝗵𝗶𝗻𝗮 🇨🇳 𝙃𝙤𝙣𝙜 𝙆𝙤𝙣𝙜 𝙞𝙨 𝙥𝙖𝙧𝙩 𝙤𝙛 𝘾𝙝𝙞𝙣𝙖 𝙛𝙤𝙧𝙚𝙫𝙚𝙧🇨🇳这就是我们的态度！#幼稚园杀手[超话]##香港是中国的香港# ,无,无,2019-08-16 19:45 ,OPPO R9s,0,0,0
I2vRpcKei,上证50ETF期权股票前沿,上证50ETF期权股票前沿:港交所：将市调机制所涵盖股票范围，由恒生指数成份股及恒生中国企业指数成份股（逾80只股票）扩大至恒生综合大型股、中型股及小型股指数成份股（股票总数接近500）；触发界线分三层，上述三个恒生综合指数成份股的触发界线分别设定为5分钟前最后一次成交价的±10%、±15%及±20%；及容许每只市调机制股票于每个交易时段可被多次触发。#反暴力救香港大集会# ,无,无,2019-08-16 19:07 ,微博 weibo.com,0,0,0
I2vRl5jGe,重庆检察,重庆检察:【香港特区行政长官林郑月娥：香港经济恢复元气需先停止暴力】林郑月娥8月15日表示，特区政府当天公布的一系列经济提振措施旨在帮助企业和市民纾困，而要让香港经济恢复元气，当前最重要的是停止暴力，恢复社会秩序。林郑月娥呼吁市民共同应对眼下难关，一起努力让香港尽快重回正轨。（新华社） http://t.cn/AiHH7nJA ,无,无,2019-08-16 19:07 ,iPhone客户端,6,1,2
I2vRblDRr,轮回镜CC,轮回镜CC:#日本成为美国第一大债权国# 美国的经济，其实充满了流氓逻辑。靠打仗，靠抢夺人才和市场，靠欠钱。战争经济，发国债全球欠钱，移民抢人才逻辑， 主要就是靠这３个发家，积累资本的。骨子里就是强盗哲学，还天天人权自由的喊的最高。最发达的国家，债务最高，真是无语。现在全世界国家要是团结起来让美国还钱，美国就会成为最穷的国家了。但现在这个世界很奇怪，借钱的都是爷，债多不压身#守护香港#  #美国# #新闻联播揭美国遮羞布# 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,27,18,11
I2vRatVZY,乌兰浩特政法,乌兰浩特政法:【守护香港大联盟将于明日发起#反暴力救香港大集会#】今日下午，守护香港大联盟召开记者会，宣布其联同香港社会各界，于http://t.cn/AiHH7WIa ，在金钟添马公园举行“反暴力、救香港”大集会，以充分表达香港社会反对一切形式的暴力，呼吁和谐稳定，尽快恢复社会正常秩序的主流民意。此次集会的主要诉求共7项，包括：乱够了、停暴力、勿扰民、止破坏、守法治、阻撕裂、返正轨。（央视记者高瞻） [组图共2张] 原图 ,无,无,2019-08-16 19:06 ,HUAWEI Mate 20,0,0,0
I2vR6kVRO,香港文匯網,香港文匯網:【暴力抗争践踏法治 乱港分子暴行实录】6月以来，反修例风波愈演愈烈，香港反对派和一些激进势力以“反修例”为幌子，得寸进尺、变本加厉，暴力行为不断升级，社会波及面越来越广。乱港分子经常“假游行、真冲击”，肆意袭击警员、殴打市民，所作所为是存心要毁掉香港的法治、拖垮香港的经济。正如不少香港人士所指出的，暴力事件已带有明显的“颜色革命”特征。当前，“止暴制乱，恢复秩序”是香港当前压倒一切的急迫任务。http://t.cn/AiHH7NZw 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,111,80,8
I2vR60WQz,大江户战士OedoSoldier,大江户战士OedoSoldier:“香港历届特首只有曾先生那届没有发生过任何暴动，其余3个均有大型暴动，哈哈哈为什么？难道各个都喜欢像曾先生这样的人做特首？哈哈哈 错过董先生8.5计划（八万五建屋计划）和梁先生的5年10万公屋+填海计划，现在又污蔑林太拥挤她下台。历史就是如此的相似啊，想香港好的特首永远得不到人民的支持，我们香港人真可怜” 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,43,13,22
I2vQSrxvA,英国新东方前途出国,英国新东方前途出国:【新鲜出炉！2019软科（ARWU）发布世界大学排名！附中文名单】8月15日下午，世界权威大学排行榜之一的“2019软科世界大学学术排名”（ShanghaiRanking’s Academic Ranking of World Universities，简称ARWU，原上海交大世界排名）正式公布，展示了全球领先的1000所研究型大学。中国内地共有132所大学上榜，中国香港共有7所大学上榜，中国澳门共有2所大学上榜，中国台湾共有13所大学上榜。美国方面，前百强中有45所，依旧占据半壁江山。英国方面，表现也非常好。#英国新东方前途出国#  完整中文榜单，请看：http://t.cn/AiHH7cWx 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,1,0,0
I2vQQ3i37,张家豪的小祖宗,张家豪的小祖宗:哎呀妈呀，笑死我了，玩游戏老赢，一直输的那位就专门私信我：老阿姨，你真厉害，10后表示佩服。笑死我了，玩不过就装嫩，还进行年龄攻击了，笑死人了，90后咋了，早比你吃好几年饭，早领略了了10多年社会主义，比你早看了10多年中国大好河山，咋了，出生第二年，香港回归了，咋了，年纪小了不起了，要是当着我面说，还得踢你两脚呢。再说真的是10后也好啊，装嫩也不害羞 http://t.cn/z8LHL0n 显示地图 原图 ,无,无,2019-08-16 19:06 ,华为手机 畅享玩不停,0,0,0
I2vEakuua,爱运动健身的小姐姐张雅萱,爱运动健身的小姐姐张雅萱:#香港是中国的香港##香港永远是中国的一部分# 想让全世界知道：𝗜 𝗹𝗼𝘃𝗲 𝗖𝗵𝗶𝗻𝗮 🇨🇳 𝙃𝙤𝙣𝙜 𝙆𝙤𝙣𝙜 𝙞𝙨 𝙥𝙖𝙧𝙩 𝙤𝙛 𝘾𝙝𝙞𝙣𝙖 𝙛𝙤𝙧𝙚𝙫𝙚𝙧🇨🇳这就是我们的态度！一起转！✨✨✨♥️♥️✨✨✨♥️♥️✨✨✨ ✨✨♥️♥️♥️♥️🌟♥️♥️♥️♥️✨✨ ✨✨♥️♥️♥️♥️♥️♥️♥️♥️♥️✨✨ ✨✨✨🇨🇳🇨🇳我爱中国🇨🇳🇨🇳✨✨✨ ✨✨✨✨♥️♥️♥️♥️♥️✨✨✨✨ ✨✨✨✨✨♥️♥️♥️✨✨✨✨✨ ✨✨✨✨✨✨♥️✨✨✨✨✨✨ http://t.cn/AiHT1Aju ,无,无,2019-08-16 18:34 ,微博视频,0,0,0
I2vR6kVRO,香港文匯網,香港文匯網:【暴力抗争践踏法治 乱港分子暴行实录】6月以来，反修例风波愈演愈烈，香港反对派和一些激进势力以“反修例”为幌子，得寸进尺、变本加厉，暴力行为不断升级，社会波及面越来越广。乱港分子经常“假游行、真冲击”，肆意袭击警员、殴打市民，所作所为是存心要毁掉香港的法治、拖垮香港的经济。正如不少香港人士所指出的，暴力事件已带有明显的“颜色革命”特征。当前，“止暴制乱，恢复秩序”是香港当前压倒一切的急迫任务。http://t.cn/AiHH7NZw 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,111,80,8
I2vR60WQz,大江户战士OedoSoldier,大江户战士OedoSoldier:“香港历届特首只有曾先生那届没有发生过任何暴动，其余3个均有大型暴动，哈哈哈为什么？难道各个都喜欢像曾先生这样的人做特首？哈哈哈 错过董先生8.5计划（八万五建屋计划）和梁先生的5年10万公屋+填海计划，现在又污蔑林太拥挤她下台。历史就是如此的相似啊，想香港好的特首永远得不到人民的支持，我们香港人真可怜” 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,43,13,22
I2vQSrxvA,英国新东方前途出国,英国新东方前途出国:【新鲜出炉！2019软科（ARWU）发布世界大学排名！附中文名单】8月15日下午，世界权威大学排行榜之一的“2019软科世界大学学术排名”（ShanghaiRanking’s Academic Ranking of World Universities，简称ARWU，原上海交大世界排名）正式公布，展示了全球领先的1000所研究型大学。中国内地共有132所大学上榜，中国香港共有7所大学上榜，中国澳门共有2所大学上榜，中国台湾共有13所大学上榜。美国方面，前百强中有45所，依旧占据半壁江山。英国方面，表现也非常好。#英国新东方前途出国#  完整中文榜单，请看：http://t.cn/AiHH7cWx 原图 ,无,无,2019-08-16 19:06 ,微博 weibo.com,1,0,0
I2vQQ3i37,张家豪的小祖宗,张家豪的小祖宗:哎呀妈呀，笑死我了，玩游戏老赢，一直输的那位就专门私信我：老阿姨，你真厉害，10后表示佩服。笑死我了，玩不过就装嫩，还进行年龄攻击了，笑死人了，90后咋了，早比你吃好几年饭，早领略了了10多年社会主义，比你早看了10多年中国大好河山，咋了，出生第二年，香港回归了，咋了，年纪小了不起了，要是当着我面说，还得踢你两脚呢。再说真的是10后也好啊，装嫩也不害羞 http://t.cn/z8LHL0n 显示地图 原图 ,无,无,2019-08-16 19:06 ,华为手机 畅享玩不停,0,0,0
I2vEakuua,爱运动健身的小姐姐张雅萱,爱运动健身的小姐姐张雅萱:#香港是中国的香港##香港永远是中国的一部分# 想让全世界知道：𝗜 𝗹𝗼𝘃𝗲 𝗖𝗵𝗶𝗻𝗮 🇨🇳 𝙃𝙤𝙣𝙜 𝙆𝙤𝙣𝙜 𝙞𝙨 𝙥𝙖𝙧𝙩 𝙤𝙛 𝘾𝙝𝙞𝙣𝙖 𝙛𝙤𝙧𝙚𝙫𝙚𝙧🇨🇳这就是我们的态度！一起转！✨✨✨♥️♥️✨✨✨♥️♥️✨✨✨ ✨✨♥️♥️♥️♥️🌟♥️♥️♥️♥️✨✨ ✨✨♥️♥️♥️♥️♥️♥️♥️♥️♥️✨✨ ✨✨✨🇨🇳🇨🇳我爱中国🇨🇳🇨🇳✨✨✨ ✨✨✨✨♥️♥️♥️♥️♥️✨✨✨✨ ✨✨✨✨✨♥️♥️♥️✨✨✨✨✨ ✨✨✨✨✨✨♥️✨✨✨✨✨✨ http://t.cn/AiHT1Aju ,无,无,2019-08-16 18:34 ,微博视频,0,0,0
I2vDV0mfe,海滨政经述-橡谷智库,海滨政经述-橡谷智库:我在官网财经简报里提及特朗普会以香港为筹码，换贸易谈判上的东西，因官网不能留言，有读者在微博留言问我，他觉得不可能，结果两天后就传出特朗普发推提及香港。这算是我敏锐吗？也不算，CIA搞那么猛，驻港头目都公开挑唆：你看暴徒都踢了几百脚了，要不是我拦住，就踢死了。言下之意，你们快派兵吧，派兵过来，大统领就捏着大把筹码，逼你们在贸易市场经济上大规模让步了。这太明了，打击中国的组合拳。 ,无,无,2019-08-16 18:34 ,微博 HTML5 版,43,6,17
I2vDR8M64,欣彤颜究社,欣彤颜究社:我饮食不规律，又喜欢大鱼大肉，喜欢调料的味道，所以有时会有很多肠胃问题，加上一天三四杯咖啡。朋友之前在香港log-on生活精品店给我带了  Probio7消化健康补充剂升级版，因为是英国益生菌领导品牌，又是欧洲销售冠军，所以朋友才给我买了。我一般的话会在午饭或者晚饭后服用，随餐服用，经常吃澳洲保健品的朋友应该知道很多东西油溶性的，餐后服用效果好。可以帮助我净化肠道。这款比较灵活的是餐前服用也可以，可以帮助更好吸收。我每天排便几乎都会自然的增加一次，没有肚子痛或者拉肚子的感觉益生菌我觉得还是人体很必备的东西，它含有8种活菌，10亿真菌，还添加了酵母菌和益生元强化效果。还有布拉氏酵母菌可以预防缓解腹泻，所以说吃了不会拉肚子放心服用啦 [组图共3张] 原图 ,无,无,2019-08-16 18:34 ,weibo.com,14,7,0
I2vDM84pZ,一口吃圈圈,一口吃圈圈:鸡翼山🐔 📍香港旺角站B1出口（老虎堂旁边）在小红书寻找香港美食时发现的 好多人推荐这家店 于是刚来香港🇭🇰就直奔这家店 店内🈚️座位 要在店内食用的话 就只能站着吃😂 我是打包📦带回酒店吃的 等了很长时间才拿到手的🔺最最最好吃的口味—咸柠七口味 超级无敌好吃😋 他们店是先炸然后再另起锅裹上酱汁 酸酸甜甜 炸的很酥脆 里面的鸡肉也很嫩 酱汁裹的很全 真的强烈推荐了‼️🔺咸蛋黄口味 觉得🈚️咸柠七的好吃 咸蛋黄裹的也很厚实 但感觉没有咸柠七🍋口味来的惊艳后面有打算去香港的小伙伴一定要试试这家店👍🏻p.s. 厨房做东西的小哥哥👨🏼🍳超帅😂#香港美食[超话]# @B不了 @香港美食 @香港美食探店 [组图共4张] 原图 ,无,无,2019-08-16 18:33 ,香港美食超话,0,1,1
I2vDJd5kZ,香港中通社,香港中通社:【取現281萬港幣就想癱瘓香港金融？台媒又在鬧笑話……】http://t.cn/AiHT3jRf日前有香港網友號召全港市民今日到銀行取走所有存款，癱瘓香港金融體系。16日早上，網上報稱已提取281萬港元。台灣“三立新聞”報道此事時誇大其詞，稱此舉將直接衝擊香港股市、房市，香港金融中心地位恐不保。對此，有網友吐槽，“281萬港元還不夠在港島買一間廁所，就這還想癱瘓香港金融……記者，確定你不是在搞笑嗎？”（來源：香港新聞網） #香港金融# #反暴力护香港# #台灣# #三立新聞# 原图 ,无,无,2019-08-16 18:33 ,微博 weibo.com,61,25,90
I2ugIvkBV,FM963,FM963:#现场# 【@成龙 发声：做中国人是小时候梦寐以求的，期待香港尽快恢复安宁】从影59年来，成龙曾多次表达过对祖国的热爱和支持，近日面对发生在香港的一系列暴力和非法集会事件，#反暴力护香港# 成龙在接受央视采访时再次发声，明确表示他很痛心，很忧心。#这，就是中国#  @央视网 http://t.cn/AiHjtdnH  ,无,无,2019-08-16 15:04 ,iPhone客户端,0,0,0
I2u2TeWBu,人民视频,人民视频:【“港独”头目罗冠聪：你们先闹着，我去美国耶鲁上学了】日前“港独”头目之一罗冠聪发帖称已抵达纽约，将去耶鲁大学进修硕士。煽动“罢课不合作”团体的头目已经要开学了，被煽动的香港学生还在准备罢课，香港网友也觉得相当讽刺。“他就是利用你们（示威者）的血和汗做踏板出国快活进修！” http://t.cn/AiHj7Iyb ,无,无,2019-08-16 14:30 ,微博云剪,99,17,42
